country_name,country_code,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021
French Polynesia,PYF,,,,,,,,,,,
Qatar,QAT,1.138366235,2.315348534,3.221977568,3.349720857,1.814077239,2.676591701,0.394878914,0.255815383,-0.666641125,-2.54031503,2.304465657
Romania,ROU,5.789253288,3.334922677,3.984712355,1.068309877,-0.594156437,-1.544796668,1.339021211,4.625484431,3.827854326,2.631073112,5.052328761
Russian Federation,RUS,8.440464859,5.074743008,6.753710262,7.823411839,15.53440505,7.04244763,3.683329444,2.878297236,4.470366608,3.381659372,6.69445892
Rwanda,RWA,3.080170692,10.27101823,5.92426868,2.354490528,2.528502842,7.17434302,8.279536723,-0.31121016,3.34787655,9.850399023,-0.391346748
Saudi Arabia,SAU,5.826216088,2.866268875,3.532524707,2.236290315,1.206073222,2.068840361,-0.83819458,2.45814158,-2.093333333,3.44545826,3.063289889
Sudan,SDN,18.09661712,35.55905741,36.52234491,36.90664279,16.90957061,17.75025383,32.3516261,63.29250735,50.9940515,150.3227239,382.8159983
Senegal,SEN,3.403228298,1.418228712,0.710245487,-1.090255074,0.135211934,0.837284943,1.318153148,0.460985642,1.758565176,2.547434646,
Singapore,SGP,5.247793398,4.575602704,2.358604154,1.02514803,-0.522618167,-0.53226874,0.57626031,0.438620118,0.565260569,-0.181916667,2.30485959
Solomon Islands,SLB,7.34270706,5.912006025,5.391363886,5.165902379,-0.574469286,0.512485626,0.48868676,3.46147485,1.63485544,2.963549921,-0.115437894
Sierra Leone,SLE,6.79138292,6.587762394,5.52412878,4.639311714,6.689435625,10.88606094,18.2215094,16.02954477,14.80499909,13.44687111,11.87395888
El Salvador,SLV,5.128923767,1.729734816,0.757669185,1.141344675,-0.731384487,0.604049087,1.012354033,1.090330006,0.075324135,-0.371590212,3.466925853
San Marino,SMR,2.899795843,2.827332242,1.604392981,1.112963034,0.145686073,0.57394802,1.045976835,,,,
Somalia,SOM,,,,,,,,,,,
Serbia,SRB,11.13739763,7.330385896,7.694263629,2.082447939,1.39235822,1.122313974,3.131062486,1.959840763,1.849229845,1.575532901,4.085102853
South Sudan,SSD,46.85217572,45.52589784,-0.058090978,1.674299063,52.76633042,379.9995856,187.8516303,83.50152949,87.24136415,29.67584355,10.51671583
Sao Tome and Principe,STP,14.32716676,10.63793534,8.105832709,6.99849944,5.250170864,5.432710958,5.695088786,7.857064313,,,
Suriname,SUR,17.71177964,5.006863194,1.923436041,3.383412727,6.893903592,55.41238798,21.99694302,,,34.89294916,59.11170965
Slovak Republic,SVK,3.919285991,3.606102635,1.40047369,-0.07616533,-0.325219777,-0.520010196,1.311945882,2.514037129,2.664561334,1.936941267,3.149606299
Slovenia,SVN,1.802851719,2.59741386,1.769200859,0.199343827,-0.525552286,-0.054999542,1.429107433,1.73860862,1.630522608,-0.054856816,1.917065061
Sweden,SWE,2.961150738,0.888377507,-0.04429297,-0.179638494,-0.046784745,0.984269245,1.794499047,1.953535301,1.784150974,0.497367319,2.163197364
Eswatini,SWZ,6.107427146,8.939646828,5.621306235,5.681348858,4.951244937,7.847274591,6.221375289,4.815061675,2.598016203,,
Sint Maarten (Dutch part),SXM,4.584754357,4.015184211,2.528647885,1.886754663,0.330027165,0.111682656,2.19201011,,,,
Seychelles,SYC,2.559267722,7.110370623,4.338938483,1.385834546,4.041944107,-1.015481917,2.856795756,3.702918391,2.074764365,8.276858114,
Syrian Arab Republic,SYR,4.753163889,36.70229534,,,,,,,,,
Turks and Caicos Islands,TCA,,,,,,,,,,,
Chad,TCD,2.029240537,7.516623647,0.222671565,1.681973139,4.377126651,-0.792440525,-1.53709963,4.274621986,-0.971939175,4.464144372,-0.77284437
Togo,TGO,3.563514729,2.577181741,1.825394759,0.190875076,2.58390527,1.285246608,-0.980289496,0.928170504,0.685897591,1.827540385,
Thailand,THA,3.808790581,3.014899503,2.184886185,1.895141819,-0.900424963,0.188149704,0.665631893,1.063897542,0.706728601,-0.845937147,1.230395413
Tajikistan,TJK,12.43154904,5.83116601,5.009646453,6.104427651,5.714559496,6.004580823,,,,,
Turkmenistan,TKM,,,,,,,,,,,
Timor-Leste,TLS,13.49984024,11.80030967,10.98723442,0.848838206,0.646148614,-1.469842879,0.52297668,2.29424307,0.95881274,,
Tonga,TON,6.27075303,1.147538537,0.775629322,2.510876333,-1.05399832,2.578155152,7.517062836,5.03209692,1.179543348,-0.349737697,5.640511406
Trinidad and Tobago,TTO,5.107132893,9.260281371,5.199817405,5.684418146,4.661215981,3.070667425,1.880384402,1.018569302,1.00054293,0.598986331,2.059227469
Tunisia,TUN,3.24002842,4.611844322,5.316235313,4.625550995,4.437371273,3.629399374,5.308848396,7.30759176,6.720075329,5.634151159,5.706350208
Turkiye,TUR,6.471879671,8.891569965,7.493090305,8.854572714,7.670853648,7.775134153,11.14431108,16.3324639,15.17682157,12.27895745,19.59649269
Tuvalu,TUV,0.500580743,,,,,,,,,,
Tanzania,TZA,12.69096947,16.00109385,7.870723646,6.13161433,5.58816953,5.174766293,5.318716052,3.494458489,3.46428058,3.290290628,3.690919588
Uganda,UGA,16.56434962,12.67903772,4.905208757,3.07570669,5.589686063,5.706375046,5.209717059,2.61601191,2.867588034,3.313322895,2.204572048
Ukraine,UKR,7.955724663,0.568727972,-0.238948626,12.07185629,48.69986464,13.9127102,14.43832275,10.95185594,7.886717456,2.732492094,9.363139177
Uruguay,URY,8.092832063,8.097765806,8.57513504,8.877353332,8.666269871,9.639413476,6.218093826,7.606533604,7.881988709,9.756406361,7.747914023
United States,USA,3.156841569,2.069337265,1.464832656,1.622222977,0.118627136,1.261583206,2.130110004,2.442583297,1.812210075,1.233584396,4.697858864
Uzbekistan,UZB,13.77974465,13.20880267,11.84143336,9.283093562,8.751881967,8.130886695,13.87574254,17.52417965,14.52573596,12.86772974,10.84923975
